Species,Common name,Review ID,Zotero ID,Method,Site ID,Longitude,Latitude,Radius,Site Location,Sampling,#IDs,#routes,#conns,Years,Months start,Months end,Months sampled,Activities,Comments,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,A,162,-20,1,New Caledonia,Argos; PSAT,11,1,,2010,JUN; JUL,,,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,B,-175,-20,1,Tonga,Argos; PSAT,5,1,,2010,JUL; (UNK),AUG; (UNK),,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,C,178.4,-39.5,1,New Zealand,Argos; PSAT,6,2,,2010,MAY,(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,D,161,-19.5,5,Northwest of New Caledonia,Argos; PSAT,6,1,,2010; 2011,JUL,JUL,,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,E,-178.25,-38.5,5,"Northeast of North Island, New Zealand",Argos; PSAT,5,1,,2010,(UNK),MAY; JUN,,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,F,177.5,-35,5,"North of North Island, New Zealand",Argos; PSAT,2,2,,2010,(UNK),(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,G,174,-32.5,5,"Northwest of North Island, New Zealand within the vacinity of the Norfold Ridge towards New Caledonia",Argos; PSAT,2,1,,2010,(UNK),JUN,,FEE,,,,,,,
THAL,Albacore Tuna,E8BSHD6J_Williams_etal_2015_Thal,E8BSHD6J,T,H,-178,-21,5,Fiji,Argos; PSAT,2,1,,2010,(UNK),(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,A,-132,45,5,North America coast above 40 degrees N,Mark-Recapture,,,2,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,B,-160,32,5,West of Long. 180 degree W,Mark-Recapture,,,1,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,C,-127,34,5,South of Lat. 40 degree N,Mark-Recapture,,,1,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,D,-127,34,5,North America coast below 40 degrees N,Mark-Recapture,,,2,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,E,-132,45,5,North America coast above 40 degrees N,Mark-Recapture,,,1,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MFAH92K2_Laurs_and_Lynn_1991_THAL,MFAH92K2,MR,F,-160,32,5,West of Long. 180 degree W,Mark-Recapture,,,1,,(UNK),(UNK),,UNK,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,A,-125,45,5,"Washington and Oregon waters (45.0000, -125.0000)",GEOLOCATOR (GLS),370,,3,2004; 2005; 2006,JUN; JUL; AUG; SEP; (UNK),OCT; NOV; (UNK),,FEE,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,B,-119,31,5,"Northern Baja California, Mexico, and Southern California waters (29.0000 to 32.0000, -117.0000 to -119.0000)",GEOLOCATOR (GLS),178,,2,2001; 2002; 2003; 2004,JUL; AUG; NOV; (UNK),NOV; (UNK),,FEE,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,C,-165,35,10,"Offshore NW. of Hawaii (30.0000, -150.0000 to -190.0000)",GEOLOCATOR (GLS),5,,1,,MAR,APR,,MIG,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,D,-130,30,10,"Offshore E. of Hawaii (20.0000 to 30.0000, -130.0000 to -140.0000)",GEOLOCATOR (GLS),7,,2,,JAN,MAR; APR,,MIG,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,E,140,34,10,"Japanese waters (34.0000, 140.0000)",GEOLOCATOR (GLS),2,,1,,MAY,(UNK),,MIG,,,,,,,
THAL,Albacore Tuna,MWPW9ATE_Childers_etal_2011_Thal,MWPW9ATE,T,F,-118,30,5,"Baja Peninsula (25.0000, -105.0000)",GEOLOCATOR (GLS),6,,1,,DEC,MAY,,MIG,,,,,,,
THAL,Albacore Tuna,PHE4MSR4_Madigan_etal_2015_Thal,PHE4MSR4,T,A,-120,32,10,California Current Large Marine Ecosystem,POP-UP SATELLITE ARCHIVAL (PSAT),13,,,2002; 2003; 2004; 2005; 2006; 2007; 2008; 2009,(UNK),(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,Q773M2BQ_Anonymous_1981_THAL,Q773M2BQ,MR,A,-118.55,31.52,5,"31.52, -118.55","Mark-Recapture, tag unidentified",2,,1,1978,JUL,(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,Q773M2BQ_Anonymous_1981_THAL,Q773M2BQ,MR,B,-156.5,22.27,5,"""ika-sibi"" fishery in Hakalau, HI","Mark-Recapture, tag unidentified",2,,1,1980,OCT,(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,S9T3MTCT_Domokos_etal_2007_THAL,S9T3MTCT,T,A,-170.75,-15.5,1,"American Samoa EEZ between (-15.0-16.0, 170.0-171.0)",Argos,7,,,2004,(UNK),(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,T57SWTWI_Uosaki_2004_THAL,T57SWTWI,T,A,137.43,31.53,1,"Shikoku Island (31.53, 137.43)",Argos,2,2,,2002; 2003,JAN; APR,FEB; JUN,,FEE,,,,,,,
THAL,Albacore Tuna,T57SWTWI_Uosaki_2004_THAL,T57SWTWI,T,B,170,43,5,"East Central Pacific (41-45, 167 -173)",Argos,2,2,,2002,AUG,AUG,,FEE,,,,,,,
THAL,Albacore Tuna,T57SWTWI_Uosaki_2004_THAL,T57SWTWI,T,C,160,40,10,"Western Pacific (42??-44 , -157?? - -161)",Argos,2,2,,2002,OCT,OCT,,FEE,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,A,-15,45,10,"eastern North Atlantic/Bay of Biscay - (46.95, -12.03); (44.12, -24.32); (48.98, -18.07); (43.78, -2.78); (44.90, -18.40); (44.22, -3.37); (46.43, -4.83)",Mark-Recapture,10,,4,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,FEE,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,B,-70,40,5,western North Atlantic,Mark-Recapture,8,,2,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,BRE,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,C,5,42,5,"Gulf of Leon (42.72, -27.25); (42.52, 4.33)",Mark-Recapture,9,,4,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,D,-2.5,37,5,Alboran Sea,Mark-Recapture,4,,1,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,E,17,39,1,"Eastern Mediterranean, North of Sicily",Mark-Recapture,3,,1,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,F,-2.67,44.13,1,"Bay of Biscay (44.13, -2.67)",Mark-Recapture,1,,1,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,G,-22.17,36.08,1,"Southeastern Azorian Islands (36.08, -22.17)",Mark-Recapture,1,,1,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,H,2.58,40.92,1,"Catalonian Coast (40.92, 2.58)",Mark-Recapture,1,,1,1969; 1972; 1973; 1975; 1976; 1978; 1980; 1989; 1990; 1991,(UNK),(UNK),,OBS,,,,,,,
THAL,Albacore Tuna,ZWBS7FTC_Arrizabalaga_etal_2002_THAL,ZWBS7FTC,MR,I,15,39,1,"Lipari Islands (39.00, 15.00)",Mark-Recapture,1,,1,,,,,,,,,,,,
THAT,Blackfin Tuna,AIT35ZNP_Fenton_etal_2015_That,AIT35ZNP,T,A,-89.5582,28.6354,1,"Sackett Bank (28.6354, -89.5582)",POP-UP SATELLITE ARCHIVAL (PSAT); SATELLITE TAG (ARGOS),9,,,2012,APR,APR; MAY,,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,2FSTWMZR_Evans_etal_2012_Thmac,2FSTWMZR,T,A,160.2423,-40.0807,10,Tasman Sea,SATELLITE TAG (ARGOS),23,1,,2003; 2004; 2006; 2007; 2008,JUL; AUG,JAN; OCT; NOV; (UNK),,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,2FSTWMZR_Evans_etal_2012_Thmac,2FSTWMZR,T,B,110.573,-15.135,10,"East Indian Ocean spawning grounds (-15.135, 110.573)",SATELLITE TAG (ARGOS),2,1,,2004; 2007,JAN; MAR,(UNK),,SPA,,,,,,,
THMAC,Southern Bluefin Tuna,3SABJIXF_Basson_etal_2016_Thmac,3SABJIXF,T,A,86.92,-29.95,5,"Central Indian Ocean (-29.95, 86.92)",ARCHIVAL TAG,2,1,,2004,AUG,SEP,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,3SABJIXF_Basson_etal_2016_Thmac,3SABJIXF,T,B,131.97,-33.32,5,"Eastern Great Australian Bight (-33.32, 131.97)",ARCHIVAL TAG,2,1,,2004; 2005,JAN,FEB,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,9N98CBX4_Fujioka_etal_2010_Thmac,9N98CBX4,MR,A,116.425216,-35.263989,5,"continental shelf of SWA (South Western Australia) between Bald Island (-34.56, 118.28) and Powell Point (-33.55, 120.33)",ACOUSTIC/SONIC TAG (MARK-RECAP),245,,,2004; 2005; 2006; 2007,JAN; DEC,MAR; MAY,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,ABNMNPBB_Davis_and_Stanley_2002_Thmac,ABNMNPBB,T,A,129.0252,-35.3018,5,Great Australian Bight,GPS,16,,,1992; 1993; 1994,JAN; FEB; MAR; APR,JAN; FEB; MAR; APR,,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,C9J2XVBC_Bestley_etal_2010_Thmac,C9J2XVBC,T,A,129.0252,-35.3018,5,"Great Australian Bight (130 - 140 degrees E, 30 - 42.5 degrees S)",GPS,19,3,,1998; 1999; 2000,JAN; (UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,C9J2XVBC_Bestley_etal_2010_Thmac,C9J2XVBC,T,B,90,-32,5,"Subtropical Indian Ocean (70 - 110 degrees E, 30 - 35 degrees S)",GPS,15,1,,,(UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,C9J2XVBC_Bestley_etal_2010_Thmac,C9J2XVBC,T,C,90,-40,5,"South Central Indian Ocean (70 - 110 degrees E, 37.5 - 42.5 degrees S)",GPS,17,1,,,(UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,C9J2XVBC_Bestley_etal_2010_Thmac,C9J2XVBC,T,D,50,-40,5,"Agulhas Retroflection (40 - 60 degrees E, 35 - 45 degrees S)",GPS,4,1,,,(UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,F4G5XM4K_Fujioka_etal_2010_Thmac,F4G5XM4K,MR,A,120.323237,-34.900159,5,"continental shelf of SWA (South Western Australia) between Bald Island (-34.56, 118.28) and Powell Point (-33.55, 120.33)",ACOUSTIC/SONIC TAG (MARK-RECAP),245,,,2004; 2005; 2006; 2007,JAN; DEC,MAR; MAY,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,G9TBIPHN_Bestley_etal_2009_Thmac,G9TBIPHN,T,A,132.15,-33.57,5,"Great Australian Bight (-33.57, 132.15)",POP-UP SATELLITE ARCHIVAL (PSAT),14,4,,1998; 1999; 2000,JAN; FEB; MAR,JAN; FEB; MAR; JUN; JUL; NOV,,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,G9TBIPHN_Bestley_etal_2009_Thmac,G9TBIPHN,T,B,154.67,-39.8,5,"Tasman Sea (-39.80, 154.67)",POP-UP SATELLITE ARCHIVAL (PSAT),3,1,,1998; 2000,JAN; FEB,JUN; JUL,,FEE; MIG,,,,,,,
THMAC,Southern Bluefin Tuna,G9TBIPHN_Bestley_etal_2009_Thmac,G9TBIPHN,T,C,103.68,-39.75,5,"Eastern Indian Ocean (-39.75, 103.68)",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,1999,MAR,JUL,,FEE; MIG,,,,,,,
THMAC,Southern Bluefin Tuna,G9TBIPHN_Bestley_etal_2009_Thmac,G9TBIPHN,T,D,80.52,-32.5,5,"Central Indian Ocean (-32.50, 80.52)",POP-UP SATELLITE ARCHIVAL (PSAT),3,1,,1999; 2000,FEB; MAR,JUN; JUL,,FEE; MIG,,,,,,,
THMAC,Southern Bluefin Tuna,G9TBIPHN_Bestley_etal_2009_Thmac,G9TBIPHN,T,E,37.18,-40.92,5,"Western Indian Ocean (-40.92, 37.18)",POP-UP SATELLITE ARCHIVAL (PSAT),3,1,,1998; 2000,JAN; FEB,JUL; NOV,,FEE; MIG,,,,,,,
THMAC,Southern Bluefin Tuna,H3V6NEJ5_Pedersen_etal_2011_Thmac,H3V6NEJ5,T,A,152,-39,5,"Southeast Australia (-33 S, 152 E)",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2003,JUL,AUG,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,H3V6NEJ5_Pedersen_etal_2011_Thmac,H3V6NEJ5,T,B,119,-39,5,"Southwest Australia near Albany (-36 S, 117 E)",POP-UP SATELLITE ARCHIVAL (PSAT),2,2,,2003,DEC,JAN,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,H3V6NEJ5_Pedersen_etal_2011_Thmac,H3V6NEJ5,T,C,135,-39,5,"Southern Ocean (-42 S, 122 E)",POP-UP SATELLITE ARCHIVAL (PSAT),2,1,,2003; 2004,JAN,JAN,,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,H6ZV9MWI_Bestley_etal_2008_Thmac,H6ZV9MWI,T,A,132.15,-33.57,5,Great Australian Bight,GPS,4,4,,1998; 1999; 2000,FEB; MAR; (UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,H6ZV9MWI_Bestley_etal_2008_Thmac,H6ZV9MWI,T,B,117,-36,5,SW Australia,GPS,1,1,,,(UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,H6ZV9MWI_Bestley_etal_2008_Thmac,H6ZV9MWI,T,C,80,-40,5,"South Central Indian Ocean (-40.0000, 80.0000)",GPS,2,1,,,FEB,(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,H6ZV9MWI_Bestley_etal_2008_Thmac,H6ZV9MWI,T,D,80.52,-32.5,5,Central Indian Ocean (-30.0000),GPS,3,1,,,FEB; (UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,H6ZV9MWI_Bestley_etal_2008_Thmac,H6ZV9MWI,T,E,37.18,-40.92,5,Western Indian Ocean,GPS,3,1,,,MAR; (UNK),(UNK),,FEE,,,,,,,
THMAC,Southern Bluefin Tuna,JTESVDPI_Willis_etal_2009_Thmac,JTESVDPI,T,A,132.15,-33.57,5,Great Australian Bight,GPS,20,,,1998; 1999; 2000; 2001; 2002,JAN; FEB; MAR,(UNK),,OBS,,,,,,,
THMAC,Southern Bluefin Tuna,KN9NXQ5A_Willis_and_Hobday_2007_Thmac,KN9NXQ5A,MR,A,132,-32.5,5,"Eastern Great Australian Bight (near -32.5S, 132E)",ACOUSTIC/SONIC TAG (MARK-RECAP),2,,,2005; 2006,DEC,APR,,OBS,,,,,,,
THOB,Bigeye Tuna,NSAVUQKB_Schaefer_and_Fuller_2013_Thob,NSAVUQKB,T,A,-103,4.5,5,West of Galapagos Islands (between 1 deg N to 5 deg N and 102 deg W to 105 deg W),ACOUSTIC/SONIC TAG (TELEMETRY),26,,,2011,(UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,2FKH4MMC_HOLLAND_etal_1990_Thob,2FKH4MMC,T,A,-156.85,20.06,10,FADs near Hawaii,ACOUSTIC/SONIC TAG (TELEMETRY),5,,,,(UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,6SM3C8K3_Howell_etal_2010_Thob,6SM3C8K3,T,A,-155,15,10,Central North Pacific,POP-UP SATELLITE ARCHIVAL TAG (PSAT),31,,,2002; 2003; 2004; 2005; 2006; 2007,MAR; APR; JUN; JUL; AUG; NOV; (UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,6TZA7F97_Humphries_etal_2016_Thob,6TZA7F97,T,A,-95,-2,1,Central South Pacific,ARCHIVAL TAG (TELEMETRY),95,,,2000; 2001; 2002; 2003; 2004; 2005,MAR; APR; MAY; (UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC; (UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,6X99J7TG_Evans_etal_2008_Thob,6X99J7TG,T,A,150,-20,10,Northwest Coral Sea,ARCHIVAL TAG (TELEMETRY),162,1,,1999; 2000; 2001; 2002; 2003,MAY; OCT; (UNK),APR; MAY; JUN; JUL; AUG; SEP; NOV; (UNK),,OBS,,,,,,,
THOB,Bigeye Tuna,6X99J7TG_Evans_etal_2008_Thob,6X99J7TG,T,B,172,-11,10,Western Pacific Ocean,ARCHIVAL TAG (TELEMETRY),3,1,,1999; 2000; 2001; 2002; 2003,(UNK),FEB; SEP,,OBS,,,,,,,
THOB,Bigeye Tuna,BD7ZI923_Schaefer_and_Fuller_2002_Thob,BD7ZI923,T,A,-96.1,1.5,1,"Three FADs in EEP (0.8667 to 2.0167, -95.4000 to -97.1000)",GEOLOCATOR (GLS),29,,,2000,APR,APR,,FEE,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,A,150,-18,5,Coral Sea,FLIPPER TAG,,,9,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,B,160,2,10,Equatorial western pacific,FLIPPER TAG,,,9,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,C,127,8,10,Phillipines (Release),FLIPPER TAG,,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,D,150,-15,5,Eastern Australia,FLIPPER TAG,215,,1,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,E,176.6,-16.3,5,Fiji,FLIPPER TAG,3,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,F,150.6,7.2,1,FSM,FLIPPER TAG,2,,1,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,G,121.5,2.1,1,Indonesia,FLIPPER TAG,14,,3,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,H,177.8,-7.5,1,Japan,FLIPPER TAG,92,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,I,127.6,33.5,5,Korea,FLIPPER TAG,30,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,J,134,8,1,Phillipines (Recapture),FLIPPER TAG,419,,3,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,K,160,-10,5,Solomon Islands,FLIPPER TAG,11,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,L,122.19,23.14,1,Taiwan,FLIPPER TAG,15,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,CAS9S87F_Hampton_and_Williams_2005_Thob,CAS9S87F,MR,M,170,0,5,USA,FLIPPER TAG,145,,2,1989; 1990; 1991; 1992,(UNK),(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,G6K8AA52_Fuller_etal_2015_Thob,G6K8AA52,T,A,-160,0,10,"Equatorial central Pacific along NOAA TAO Moorings (-8 S to 8 N, on -140 W, -155 W, -170 W, and -180 W TAO arrays)",ARCHIVAL TAG (TELEMETRY),49,,,2008; 2009; 2010; 2011; 2012; 2013,MAY; JUN; OCT; NOV; DEC; (UNK),JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC; (UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,HUDUUFV7_Arrizabalaga_and_Pereira_2005_Thob,HUDUUFV7,T,A,-25.6756,37.7412,5,"Azores (37.7412, -25.6756)",POP-UP SATELLITE ARCHIVAL (PSAT),17,,,2001; 2002,APR; MAY; JUN; (UNK),MAY; JUN; (UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,A,-20,17,5,"Northern part of the Dakar baitboat fishing area (13 deg N-21 deg N/15degW-25degW), Eastern Atlantic Ocean near Africa, Gulf of Guinea, in Mauritania-Senegal, in the Canary, Madeira and Azores islands, central and western Atlantic",FLIPPER TAG,,,1,1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002,JAN; FEB; MAR; APR; JUL; AUG; SEP; OCT; NOV; DEC,(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,B,-20,17,5,Northern part of the Dakar baitboat fishing area (13 deg N-21 deg N/15degW-25degW),FLIPPER TAG,294,,5,1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002,JAN; FEB; MAR; APR; JUL; AUG; SEP; OCT; NOV; DEC,(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,C,-18,20,5,Main baitboat fishing area (17 deg N - 21 deg N/16 deg W - 21 deg W),FLIPPER TAG,,,1,1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002,JAN; FEB; MAR; APR; JUL; AUG; SEP; OCT; NOV; DEC,(UNK),,FEE,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,D,-15,30,5,Canary Islands (north of 21 deg N),FLIPPER TAG,6,,1,2000; 2001; 2002,APR; JUN; JUL; AUG,(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,E,-20,5,5,"South of 17 deg N and along the coast of Africa (east of 22 deg W), near seamount by 9 deg N, 21 deg W",FLIPPER TAG,96,,1,1994; 1995; 1996; 1997; 1998; 1999; 2000; 2001; 2002,MAR; SEP,(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,F,-25,15,5,Near Cape Verde Islands (west of 22 deg W),FLIPPER TAG,193,,1,2000,JAN; FEB; MAR; APR; DEC,(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,G,-30.5,40.5,1,Near Azores,FLIPPER TAG,2,,1,2001,JUN,(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,IFPDX3VT_Hallier_2003_Thob,IFPDX3VT,MR,H,-74.5,19.5,1,Near Haiti and Cuba,FLIPPER TAG,2,,1,2002,JAN,(UNK),,FEE; MIG,,,,,,,
THOB,Bigeye Tuna,JDECD5ZR_Hampton_etal_1998_Thob,JDECD5ZR,MR,A,122.8,6.09,5,Phillipines,FLIPPER TAG,1269,,,1992; 1993,JUL; AUG; SEP; OCT,JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,,FEE,,,,,,,
THOB,Bigeye Tuna,JDECD5ZR_Hampton_etal_1998_Thob,JDECD5ZR,MR,B,149.8,-14.5,10,Coral Sea,FLIPPER TAG,3716,,1,1991; 1992; 1993; 1994; 1995; 1996,OCT; NOV,MAR; JUN; SEP; DEC,,FEE,,,,,,,
THOB,Bigeye Tuna,JDECD5ZR_Hampton_etal_1998_Thob,JDECD5ZR,MR,C,175.02,-0.4,5,Gilbert Islands (Kiribati),FLIPPER TAG,2454,,1,1989; 1990; 1991; 1992; 1993,JAN; FEB; MAR; APR; MAY; JUN; JUL; AUG; SEP; OCT; NOV; DEC,MAR; JUN; SEP; DEC,,FEE,,,,,,,
THOB,Bigeye Tuna,JDECD5ZR_Hampton_etal_1998_Thob,JDECD5ZR,MR,D,170,-2.5,10,Central Pacific east of 180 deg (130 deg W),FLIPPER TAG,3,,1,1993; 1995,(UNK),(UNK),,MIG,,,,,,,
THOB,Bigeye Tuna,JDECD5ZR_Hampton_etal_1998_Thob,JDECD5ZR,MR,E,-156,20,1,Hawaii,FLIPPER TAG,3,,1,,(UNK),(UNK),,MIG,,,,,,,
THOB,Bigeye Tuna,SWC5S3Z9_Musyl_etal_2003_Thob,SWC5S3Z9,MR,A,-156,19,1,"Island of Hawaii (19.0000, -156.0000)",FLIPPER TAG,1,,,1998,APR; (UNK),APR; (UNK),,FEE,,,,,,,
